2016-10-10 14:10:13,465 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@68be2bc2: startup date [Mon Oct 10 14:10:13 CEST 2016]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2016-10-11 10:35:48,421 | INFO  | Listening for connections at: amqp://shiki:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2016-10-11 10:35:48,423 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2016-10-11 10:35:48,426 | INFO  | Listening for connections at: stomp://shiki:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2016-10-11 10:35:48,427 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2016-10-11 10:35:48,430 | INFO  | Listening for connections at: mqtt://shiki:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2016-10-11 10:35:48,431 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2016-10-11 10:35:48,593 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@558bdf1f{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2016-10-11 10:35:48,673 | INFO  | Listening for connections at ws://shiki:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2016-10-11 10:35:48,675 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2016-10-11 10:35:48,676 | INFO  | Apache ActiveMQ 5.14.0 (localhost, ID:shiki-38071-1476174948119-0:1) started | org.apache.activemq.broker.BrokerService | main
2016-10-11 10:35:48,677 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2016-10-11 10:35:49,135 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
2016-10-11 10:35:49,505 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2016-10-11 10:35:49,506 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2016-10-11 10:35:49,567 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2016-10-11 10:35:50,051 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | main
2016-10-11 10:35:50,227 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | main
2016-10-11 10:38:50,262 | WARN  | Transport Connection to: tcp://127.0.0.1:45834 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:45834@61616
2016-10-11 10:49:02,104 | WARN  | Transport Connection to: tcp://127.0.0.1:45852 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:45852@61616
2016-10-11 10:51:09,378 | WARN  | Transport Connection to: tcp://127.0.0.1:46488 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:46488@61616
